image_path,sentiment
MVSA_Single/data/136.jpg,neutral
MVSA_Single/data/137.jpg,positive
MVSA_Single/data/138.jpg,positive
MVSA_Single/data/139.jpg,neutral
MVSA_Single/data/140.jpg,neutral
MVSA_Single/data/141.jpg,positive
MVSA_Single/data/142.jpg,neutral
MVSA_Single/data/143.jpg,neutral
MVSA_Single/data/144.jpg,positive
MVSA_Single/data/145.jpg,positive
MVSA_Single/data/146.jpg,neutral
MVSA_Single/data/147.jpg,positive
MVSA_Single/data/148.jpg,positive
MVSA_Single/data/149.jpg,positive
MVSA_Single/data/150.jpg,positive
MVSA_Single/data/151.jpg,positive
MVSA_Single/data/152.jpg,positive
MVSA_Single/data/153.jpg,neutral
MVSA_Single/data/154.jpg,positive
MVSA_Single/data/155.jpg,neutral
MVSA_Single/data/156.jpg,positive
MVSA_Single/data/157.jpg,positive
MVSA_Single/data/158.jpg,negative
MVSA_Single/data/159.jpg,neutral
MVSA_Single/data/160.jpg,positive
MVSA_Single/data/161.jpg,positive
MVSA_Single/data/162.jpg,positive
MVSA_Single/data/163.jpg,positive
MVSA_Single/data/164.jpg,negative
MVSA_Single/data/165.jpg,neutral
MVSA_Single/data/166.jpg,positive
MVSA_Single/data/167.jpg,neutral
MVSA_Single/data/168.jpg,positive
MVSA_Single/data/169.jpg,negative
MVSA_Single/data/170.jpg,neutral
MVSA_Single/data/171.jpg,positive
MVSA_Single/data/172.jpg,positive
MVSA_Single/data/173.jpg,neutral
MVSA_Single/data/174.jpg,neutral
MVSA_Single/data/175.jpg,positive
MVSA_Single/data/176.jpg,positive
MVSA_Single/data/177.jpg,positive
MVSA_Single/data/178.jpg,positive
MVSA_Single/data/179.jpg,negative
MVSA_Single/data/180.jpg,neutral
MVSA_Single/data/181.jpg,neutral
MVSA_Single/data/182.jpg,positive
MVSA_Single/data/183.jpg,neutral
MVSA_Single/data/184.jpg,neutral
MVSA_Single/data/185.jpg,positive
MVSA_Single/data/186.jpg,negative
MVSA_Single/data/187.jpg,positive
MVSA_Single/data/188.jpg,negative
MVSA_Single/data/189.jpg,neutral
MVSA_Single/data/190.jpg,neutral
MVSA_Single/data/191.jpg,positive
MVSA_Single/data/192.jpg,positive
MVSA_Single/data/193.jpg,positive
MVSA_Single/data/194.jpg,negative
MVSA_Single/data/195.jpg,negative
MVSA_Single/data/196.jpg,negative
MVSA_Single/data/197.jpg,positive
MVSA_Single/data/198.jpg,neutral
MVSA_Single/data/199.jpg,positive
MVSA_Single/data/200.jpg,positive
MVSA_Single/data/201.jpg,negative
MVSA_Single/data/202.jpg,negative
MVSA_Single/data/203.jpg,negative
MVSA_Single/data/204.jpg,negative
MVSA_Single/data/205.jpg,negative
MVSA_Single/data/206.jpg,negative
MVSA_Single/data/207.jpg,positive
MVSA_Single/data/208.jpg,negative
MVSA_Single/data/209.jpg,positive
MVSA_Single/data/210.jpg,positive
MVSA_Single/data/211.jpg,neutral
MVSA_Single/data/212.jpg,positive
MVSA_Single/data/213.jpg,positive
MVSA_Single/data/214.jpg,positive
MVSA_Single/data/215.jpg,positive
MVSA_Single/data/216.jpg,positive
MVSA_Single/data/217.jpg,positive
MVSA_Single/data/218.jpg,positive
MVSA_Single/data/219.jpg,neutral
MVSA_Single/data/220.jpg,positive
MVSA_Single/data/221.jpg,positive
MVSA_Single/data/222.jpg,positive
MVSA_Single/data/223.jpg,positive
MVSA_Single/data/224.jpg,positive
MVSA_Single/data/225.jpg,positive
MVSA_Single/data/226.jpg,positive
MVSA_Single/data/227.jpg,positive
MVSA_Single/data/228.jpg,positive
MVSA_Single/data/229.jpg,positive
MVSA_Single/data/230.jpg,positive
MVSA_Single/data/231.jpg,positive
MVSA_Single/data/232.jpg,negative
MVSA_Single/data/233.jpg,positive
MVSA_Single/data/234.jpg,negative
MVSA_Single/data/235.jpg,positive
MVSA_Single/data/236.jpg,positive
MVSA_Single/data/237.jpg,positive
MVSA_Single/data/238.jpg,positive
MVSA_Single/data/239.jpg,positive
MVSA_Single/data/240.jpg,neutral
MVSA_Single/data/241.jpg,positive
MVSA_Single/data/242.jpg,positive
MVSA_Single/data/243.jpg,neutral
MVSA_Single/data/244.jpg,positive
MVSA_Single/data/245.jpg,neutral
MVSA_Single/data/246.jpg,negative
MVSA_Single/data/247.jpg,positive
MVSA_Single/data/248.jpg,negative
MVSA_Single/data/249.jpg,negative
MVSA_Single/data/250.jpg,negative
MVSA_Single/data/251.jpg,positive
MVSA_Single/data/252.jpg,positive
MVSA_Single/data/253.jpg,negative
MVSA_Single/data/254.jpg,negative
MVSA_Single/data/255.jpg,negative
MVSA_Single/data/256.jpg,neutral
MVSA_Single/data/257.jpg,positive
MVSA_Single/data/258.jpg,negative
MVSA_Single/data/259.jpg,positive
MVSA_Single/data/260.jpg,negative
MVSA_Single/data/261.jpg,positive
MVSA_Single/data/262.jpg,positive
MVSA_Single/data/263.jpg,positive
MVSA_Single/data/264.jpg,negative
MVSA_Single/data/265.jpg,positive
MVSA_Single/data/266.jpg,positive
MVSA_Single/data/267.jpg,positive
MVSA_Single/data/268.jpg,positive
MVSA_Single/data/269.jpg,neutral
MVSA_Single/data/270.jpg,positive
MVSA_Single/data/271.jpg,positive
MVSA_Single/data/272.jpg,negative
MVSA_Single/data/273.jpg,negative
MVSA_Single/data/274.jpg,positive
MVSA_Single/data/275.jpg,positive
MVSA_Single/data/276.jpg,positive
MVSA_Single/data/277.jpg,positive
MVSA_Single/data/278.jpg,positive
MVSA_Single/data/279.jpg,positive
MVSA_Single/data/280.jpg,negative
MVSA_Single/data/281.jpg,positive
MVSA_Single/data/282.jpg,positive
MVSA_Single/data/283.jpg,positive
MVSA_Single/data/284.jpg,positive
MVSA_Single/data/285.jpg,negative
MVSA_Single/data/286.jpg,positive
MVSA_Single/data/287.jpg,neutral
MVSA_Single/data/288.jpg,positive
MVSA_Single/data/289.jpg,positive
MVSA_Single/data/290.jpg,positive
MVSA_Single/data/291.jpg,positive
MVSA_Single/data/292.jpg,positive
MVSA_Single/data/293.jpg,positive
MVSA_Single/data/294.jpg,positive
MVSA_Single/data/295.jpg,positive
MVSA_Single/data/296.jpg,negative
MVSA_Single/data/297.jpg,negative
MVSA_Single/data/298.jpg,positive
MVSA_Single/data/299.jpg,positive
MVSA_Single/data/300.jpg,positive
MVSA_Single/data/301.jpg,negative
MVSA_Single/data/302.jpg,negative
MVSA_Single/data/303.jpg,neutral
MVSA_Single/data/304.jpg,positive
MVSA_Single/data/305.jpg,neutral
MVSA_Single/data/306.jpg,positive
MVSA_Single/data/307.jpg,neutral
MVSA_Single/data/308.jpg,positive
MVSA_Single/data/309.jpg,positive
MVSA_Single/data/310.jpg,neutral
MVSA_Single/data/311.jpg,positive
MVSA_Single/data/312.jpg,negative
MVSA_Single/data/313.jpg,negative
MVSA_Single/data/314.jpg,positive
MVSA_Single/data/315.jpg,positive
MVSA_Single/data/316.jpg,negative
MVSA_Single/data/317.jpg,positive
MVSA_Single/data/318.jpg,negative
MVSA_Single/data/319.jpg,negative
MVSA_Single/data/320.jpg,negative
MVSA_Single/data/321.jpg,positive
MVSA_Single/data/322.jpg,positive
MVSA_Single/data/323.jpg,negative
MVSA_Single/data/324.jpg,positive
MVSA_Single/data/325.jpg,positive
MVSA_Single/data/326.jpg,positive
MVSA_Single/data/327.jpg,negative
MVSA_Single/data/328.jpg,positive
MVSA_Single/data/329.jpg,positive
MVSA_Single/data/330.jpg,neutral
MVSA_Single/data/331.jpg,negative
MVSA_Single/data/332.jpg,positive
MVSA_Single/data/333.jpg,negative
MVSA_Single/data/334.jpg,negative
MVSA_Single/data/335.jpg,neutral
MVSA_Single/data/336.jpg,positive
MVSA_Single/data/337.jpg,positive
MVSA_Single/data/338.jpg,positive
MVSA_Single/data/339.jpg,positive
MVSA_Single/data/340.jpg,neutral
MVSA_Single/data/341.jpg,positive
MVSA_Single/data/342.jpg,positive
MVSA_Single/data/343.jpg,neutral
MVSA_Single/data/344.jpg,negative
MVSA_Single/data/345.jpg,negative
MVSA_Single/data/346.jpg,positive
MVSA_Single/data/347.jpg,negative
MVSA_Single/data/348.jpg,negative
MVSA_Single/data/349.jpg,negative
MVSA_Single/data/350.jpg,neutral
MVSA_Single/data/351.jpg,positive
MVSA_Single/data/352.jpg,positive
MVSA_Single/data/353.jpg,neutral
MVSA_Single/data/354.jpg,negative
MVSA_Single/data/355.jpg,positive
MVSA_Single/data/356.jpg,neutral
MVSA_Single/data/357.jpg,positive
MVSA_Single/data/358.jpg,neutral
MVSA_Single/data/359.jpg,positive
MVSA_Single/data/360.jpg,positive
MVSA_Single/data/361.jpg,neutral
MVSA_Single/data/362.jpg,negative
MVSA_Single/data/363.jpg,positive
MVSA_Single/data/364.jpg,negative
MVSA_Single/data/365.jpg,positive
MVSA_Single/data/366.jpg,positive
MVSA_Single/data/367.jpg,negative
MVSA_Single/data/368.jpg,positive
MVSA_Single/data/369.jpg,positive
MVSA_Single/data/370.jpg,negative
MVSA_Single/data/371.jpg,negative
MVSA_Single/data/372.jpg,positive
MVSA_Single/data/373.jpg,negative
MVSA_Single/data/374.jpg,neutral
MVSA_Single/data/375.jpg,negative
MVSA_Single/data/376.jpg,neutral
MVSA_Single/data/377.jpg,negative
MVSA_Single/data/378.jpg,positive
MVSA_Single/data/379.jpg,negative
MVSA_Single/data/380.jpg,positive
MVSA_Single/data/381.jpg,neutral
MVSA_Single/data/382.jpg,negative
MVSA_Single/data/383.jpg,negative
MVSA_Single/data/384.jpg,negative
MVSA_Single/data/385.jpg,negative
MVSA_Single/data/386.jpg,negative
MVSA_Single/data/387.jpg,positive
MVSA_Single/data/388.jpg,positive
MVSA_Single/data/389.jpg,negative
MVSA_Single/data/390.jpg,negative
MVSA_Single/data/391.jpg,positive
MVSA_Single/data/392.jpg,negative
MVSA_Single/data/393.jpg,positive
MVSA_Single/data/394.jpg,positive
MVSA_Single/data/395.jpg,positive
MVSA_Single/data/396.jpg,neutral
MVSA_Single/data/397.jpg,positive
MVSA_Single/data/398.jpg,negative
MVSA_Single/data/399.jpg,positive
MVSA_Single/data/400.jpg,negative
MVSA_Single/data/401.jpg,positive
MVSA_Single/data/402.jpg,negative
MVSA_Single/data/403.jpg,positive
MVSA_Single/data/404.jpg,positive
MVSA_Single/data/405.jpg,neutral
MVSA_Single/data/406.jpg,positive
MVSA_Single/data/407.jpg,positive
MVSA_Single/data/408.jpg,positive
MVSA_Single/data/409.jpg,positive
MVSA_Single/data/410.jpg,positive
MVSA_Single/data/411.jpg,positive
MVSA_Single/data/412.jpg,positive
MVSA_Single/data/413.jpg,negative
MVSA_Single/data/414.jpg,neutral
MVSA_Single/data/415.jpg,negative
MVSA_Single/data/416.jpg,positive
MVSA_Single/data/417.jpg,neutral
MVSA_Single/data/418.jpg,negative
MVSA_Single/data/419.jpg,positive
MVSA_Single/data/420.jpg,positive
MVSA_Single/data/421.jpg,positive
MVSA_Single/data/422.jpg,neutral
MVSA_Single/data/423.jpg,positive
MVSA_Single/data/424.jpg,neutral
MVSA_Single/data/425.jpg,negative
MVSA_Single/data/426.jpg,neutral
MVSA_Single/data/427.jpg,positive
MVSA_Single/data/428.jpg,neutral
MVSA_Single/data/429.jpg,neutral
MVSA_Single/data/430.jpg,negative
MVSA_Single/data/431.jpg,positive
MVSA_Single/data/432.jpg,positive
MVSA_Single/data/433.jpg,neutral
MVSA_Single/data/434.jpg,positive
MVSA_Single/data/435.jpg,positive
MVSA_Single/data/436.jpg,neutral
MVSA_Single/data/437.jpg,neutral
MVSA_Single/data/438.jpg,positive
MVSA_Single/data/439.jpg,positive
MVSA_Single/data/440.jpg,positive
MVSA_Single/data/441.jpg,positive
MVSA_Single/data/442.jpg,negative
MVSA_Single/data/443.jpg,positive
MVSA_Single/data/444.jpg,positive
MVSA_Single/data/445.jpg,positive
MVSA_Single/data/446.jpg,positive
MVSA_Single/data/447.jpg,positive
MVSA_Single/data/448.jpg,negative
MVSA_Single/data/449.jpg,neutral
MVSA_Single/data/450.jpg,negative
MVSA_Single/data/451.jpg,negative
MVSA_Single/data/452.jpg,negative
MVSA_Single/data/453.jpg,negative
MVSA_Single/data/454.jpg,negative
MVSA_Single/data/455.jpg,positive
MVSA_Single/data/456.jpg,positive
MVSA_Single/data/457.jpg,negative
MVSA_Single/data/458.jpg,positive
MVSA_Single/data/459.jpg,negative
MVSA_Single/data/460.jpg,negative
MVSA_Single/data/461.jpg,negative
MVSA_Single/data/462.jpg,negative
MVSA_Single/data/463.jpg,positive
MVSA_Single/data/464.jpg,positive
MVSA_Single/data/465.jpg,positive
MVSA_Single/data/466.jpg,positive
MVSA_Single/data/467.jpg,negative
MVSA_Single/data/468.jpg,positive
MVSA_Single/data/469.jpg,negative
MVSA_Single/data/470.jpg,positive
MVSA_Single/data/471.jpg,positive
MVSA_Single/data/472.jpg,positive
MVSA_Single/data/473.jpg,negative
MVSA_Single/data/474.jpg,positive
MVSA_Single/data/475.jpg,positive
MVSA_Single/data/476.jpg,positive
MVSA_Single/data/477.jpg,positive
MVSA_Single/data/478.jpg,positive
MVSA_Single/data/479.jpg,negative
MVSA_Single/data/480.jpg,positive
MVSA_Single/data/481.jpg,positive
MVSA_Single/data/482.jpg,positive
MVSA_Single/data/483.jpg,neutral
MVSA_Single/data/484.jpg,negative
MVSA_Single/data/485.jpg,negative
MVSA_Single/data/486.jpg,negative
MVSA_Single/data/487.jpg,positive
MVSA_Single/data/488.jpg,positive
MVSA_Single/data/489.jpg,negative
MVSA_Single/data/490.jpg,positive
MVSA_Single/data/491.jpg,positive
MVSA_Single/data/492.jpg,positive
MVSA_Single/data/493.jpg,positive
MVSA_Single/data/494.jpg,positive
MVSA_Single/data/495.jpg,positive
MVSA_Single/data/496.jpg,positive
MVSA_Single/data/497.jpg,positive
MVSA_Single/data/498.jpg,positive
MVSA_Single/data/499.jpg,positive
MVSA_Single/data/500.jpg,positive
MVSA_Single/data/501.jpg,positive
MVSA_Single/data/502.jpg,neutral
MVSA_Single/data/503.jpg,positive
MVSA_Single/data/504.jpg,positive
MVSA_Single/data/505.jpg,neutral
MVSA_Single/data/506.jpg,positive
MVSA_Single/data/507.jpg,positive
MVSA_Single/data/508.jpg,positive
MVSA_Single/data/509.jpg,positive
MVSA_Single/data/510.jpg,positive
MVSA_Single/data/511.jpg,neutral
MVSA_Single/data/512.jpg,positive
MVSA_Single/data/513.jpg,positive
MVSA_Single/data/514.jpg,positive
MVSA_Single/data/515.jpg,positive
MVSA_Single/data/516.jpg,neutral
MVSA_Single/data/517.jpg,neutral
MVSA_Single/data/518.jpg,negative
MVSA_Single/data/519.jpg,positive
MVSA_Single/data/520.jpg,positive
MVSA_Single/data/521.jpg,positive
MVSA_Single/data/522.jpg,negative
MVSA_Single/data/523.jpg,positive
MVSA_Single/data/524.jpg,positive
MVSA_Single/data/525.jpg,positive
MVSA_Single/data/526.jpg,positive
MVSA_Single/data/527.jpg,positive
MVSA_Single/data/528.jpg,neutral
MVSA_Single/data/529.jpg,negative
MVSA_Single/data/530.jpg,positive
MVSA_Single/data/531.jpg,neutral
MVSA_Single/data/532.jpg,positive
MVSA_Single/data/533.jpg,positive
MVSA_Single/data/534.jpg,positive
MVSA_Single/data/535.jpg,positive
MVSA_Single/data/536.jpg,positive
MVSA_Single/data/537.jpg,positive
MVSA_Single/data/538.jpg,positive
MVSA_Single/data/539.jpg,negative
MVSA_Single/data/540.jpg,positive
MVSA_Single/data/541.jpg,positive
MVSA_Single/data/542.jpg,negative
MVSA_Single/data/543.jpg,negative
MVSA_Single/data/544.jpg,positive
MVSA_Single/data/545.jpg,positive
MVSA_Single/data/546.jpg,neutral
MVSA_Single/data/547.jpg,positive
MVSA_Single/data/548.jpg,positive
MVSA_Single/data/549.jpg,positive
MVSA_Single/data/550.jpg,negative
MVSA_Single/data/551.jpg,negative
MVSA_Single/data/552.jpg,neutral
MVSA_Single/data/553.jpg,positive
MVSA_Single/data/554.jpg,positive
MVSA_Single/data/555.jpg,positive
MVSA_Single/data/556.jpg,positive
MVSA_Single/data/557.jpg,neutral
MVSA_Single/data/558.jpg,negative
MVSA_Single/data/559.jpg,neutral
MVSA_Single/data/560.jpg,positive
MVSA_Single/data/561.jpg,positive
MVSA_Single/data/562.jpg,positive
MVSA_Single/data/563.jpg,positive
MVSA_Single/data/564.jpg,positive
MVSA_Single/data/565.jpg,positive
MVSA_Single/data/566.jpg,negative
MVSA_Single/data/567.jpg,positive
MVSA_Single/data/568.jpg,negative
MVSA_Single/data/569.jpg,positive
MVSA_Single/data/570.jpg,positive
MVSA_Single/data/571.jpg,positive
MVSA_Single/data/572.jpg,positive
MVSA_Single/data/573.jpg,positive
MVSA_Single/data/574.jpg,negative
MVSA_Single/data/575.jpg,negative
MVSA_Single/data/576.jpg,positive
MVSA_Single/data/577.jpg,positive
MVSA_Single/data/578.jpg,positive
MVSA_Single/data/579.jpg,positive
MVSA_Single/data/580.jpg,neutral
MVSA_Single/data/581.jpg,neutral
MVSA_Single/data/582.jpg,neutral
MVSA_Single/data/583.jpg,positive
MVSA_Single/data/584.jpg,positive
MVSA_Single/data/585.jpg,positive
MVSA_Single/data/586.jpg,neutral
MVSA_Single/data/587.jpg,neutral
MVSA_Single/data/588.jpg,neutral
MVSA_Single/data/589.jpg,negative
MVSA_Single/data/590.jpg,positive
MVSA_Single/data/591.jpg,neutral
MVSA_Single/data/592.jpg,positive
MVSA_Single/data/593.jpg,negative
MVSA_Single/data/594.jpg,positive
MVSA_Single/data/595.jpg,positive
MVSA_Single/data/596.jpg,negative
MVSA_Single/data/597.jpg,negative
MVSA_Single/data/598.jpg,positive
MVSA_Single/data/599.jpg,positive
MVSA_Single/data/600.jpg,positive
MVSA_Single/data/601.jpg,positive
MVSA_Single/data/602.jpg,negative
MVSA_Single/data/603.jpg,positive
MVSA_Single/data/604.jpg,positive
MVSA_Single/data/605.jpg,positive
MVSA_Single/data/606.jpg,negative
MVSA_Single/data/607.jpg,positive
MVSA_Single/data/608.jpg,neutral
MVSA_Single/data/609.jpg,neutral
MVSA_Single/data/610.jpg,neutral
MVSA_Single/data/611.jpg,positive
MVSA_Single/data/612.jpg,positive
MVSA_Single/data/613.jpg,positive
MVSA_Single/data/614.jpg,neutral
MVSA_Single/data/615.jpg,positive
MVSA_Single/data/616.jpg,positive
MVSA_Single/data/617.jpg,neutral
MVSA_Single/data/618.jpg,neutral
MVSA_Single/data/619.jpg,positive
MVSA_Single/data/620.jpg,positive
MVSA_Single/data/621.jpg,neutral
MVSA_Single/data/622.jpg,neutral
MVSA_Single/data/623.jpg,neutral
MVSA_Single/data/624.jpg,positive
MVSA_Single/data/625.jpg,negative
MVSA_Single/data/626.jpg,positive
MVSA_Single/data/627.jpg,neutral
MVSA_Single/data/628.jpg,negative
MVSA_Single/data/629.jpg,negative
MVSA_Single/data/630.jpg,positive
MVSA_Single/data/631.jpg,positive
MVSA_Single/data/632.jpg,negative
MVSA_Single/data/633.jpg,negative
MVSA_Single/data/634.jpg,positive
MVSA_Single/data/635.jpg,positive
MVSA_Single/data/636.jpg,negative
MVSA_Single/data/637.jpg,neutral
MVSA_Single/data/638.jpg,positive
MVSA_Single/data/639.jpg,positive
MVSA_Single/data/640.jpg,positive
MVSA_Single/data/641.jpg,negative
MVSA_Single/data/642.jpg,negative
MVSA_Single/data/643.jpg,positive
MVSA_Single/data/644.jpg,positive
MVSA_Single/data/645.jpg,positive
MVSA_Single/data/646.jpg,positive
MVSA_Single/data/647.jpg,positive
MVSA_Single/data/648.jpg,neutral
MVSA_Single/data/649.jpg,positive
MVSA_Single/data/650.jpg,positive
MVSA_Single/data/651.jpg,positive
MVSA_Single/data/652.jpg,positive
MVSA_Single/data/653.jpg,positive
MVSA_Single/data/654.jpg,positive
MVSA_Single/data/655.jpg,positive
MVSA_Single/data/656.jpg,negative
MVSA_Single/data/657.jpg,negative
MVSA_Single/data/658.jpg,positive
MVSA_Single/data/659.jpg,positive
MVSA_Single/data/660.jpg,positive
MVSA_Single/data/661.jpg,negative
MVSA_Single/data/662.jpg,positive
MVSA_Single/data/663.jpg,positive
MVSA_Single/data/664.jpg,negative
MVSA_Single/data/665.jpg,positive
MVSA_Single/data/666.jpg,positive
MVSA_Single/data/667.jpg,negative
MVSA_Single/data/668.jpg,negative
MVSA_Single/data/669.jpg,neutral
MVSA_Single/data/670.jpg,positive
MVSA_Single/data/671.jpg,negative
MVSA_Single/data/672.jpg,negative
MVSA_Single/data/673.jpg,positive
MVSA_Single/data/674.jpg,negative
MVSA_Single/data/675.jpg,positive
MVSA_Single/data/676.jpg,negative
MVSA_Single/data/677.jpg,neutral
MVSA_Single/data/678.jpg,neutral
MVSA_Single/data/679.jpg,positive
MVSA_Single/data/680.jpg,negative
MVSA_Single/data/681.jpg,positive
MVSA_Single/data/682.jpg,positive
MVSA_Single/data/683.jpg,positive
MVSA_Single/data/684.jpg,positive
MVSA_Single/data/685.jpg,negative
MVSA_Single/data/686.jpg,positive
MVSA_Single/data/687.jpg,negative
MVSA_Single/data/688.jpg,positive
MVSA_Single/data/689.jpg,negative
MVSA_Single/data/690.jpg,negative
MVSA_Single/data/691.jpg,neutral
MVSA_Single/data/692.jpg,positive
MVSA_Single/data/693.jpg,neutral
MVSA_Single/data/694.jpg,positive
MVSA_Single/data/695.jpg,positive
MVSA_Single/data/696.jpg,positive
MVSA_Single/data/697.jpg,neutral
MVSA_Single/data/698.jpg,positive
MVSA_Single/data/699.jpg,negative
MVSA_Single/data/700.jpg,negative
MVSA_Single/data/701.jpg,negative
MVSA_Single/data/702.jpg,positive
MVSA_Single/data/703.jpg,neutral
MVSA_Single/data/704.jpg,positive
MVSA_Single/data/705.jpg,positive
MVSA_Single/data/706.jpg,positive
MVSA_Single/data/707.jpg,positive
MVSA_Single/data/708.jpg,neutral
MVSA_Single/data/709.jpg,positive
MVSA_Single/data/710.jpg,positive
MVSA_Single/data/711.jpg,positive
MVSA_Single/data/712.jpg,positive
MVSA_Single/data/713.jpg,positive
MVSA_Single/data/714.jpg,positive
MVSA_Single/data/715.jpg,positive
MVSA_Single/data/716.jpg,positive
MVSA_Single/data/717.jpg,positive
MVSA_Single/data/718.jpg,neutral
MVSA_Single/data/719.jpg,negative
MVSA_Single/data/720.jpg,neutral
MVSA_Single/data/721.jpg,positive
MVSA_Single/data/722.jpg,positive
MVSA_Single/data/723.jpg,neutral
MVSA_Single/data/724.jpg,positive
MVSA_Single/data/725.jpg,positive
MVSA_Single/data/726.jpg,neutral
MVSA_Single/data/727.jpg,negative
MVSA_Single/data/728.jpg,positive
MVSA_Single/data/729.jpg,neutral
